# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 231K of event 'cycles'
# Event count (approx.): 247441296710
#
# Overhead  Command  Shared Object      Symbol                                            
# ........  .......  .................  ..................................................
#
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e5693
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc863
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbbe6
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc83b
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc851
     0.00%  nuXmv    nuXmv              [.] 0x0000000000892f34
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c8816
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fc72b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008911a0
     0.00%  nuXmv    nuXmv              [.] 0x000000000094c4fd
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c8830
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9c40
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca27f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f490
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca244
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e4173
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c88d5
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cbaa3
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca204
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a1f11
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cba6a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca28c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995dd5
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca1be
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca207
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3a99
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c8848
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc360
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e58dd
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d539
     0.00%  nuXmv    [kernel.kallsyms]  [k] rb_next
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc176
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca78ce
     0.00%  nuXmv    [kernel.kallsyms]  [k] fuse_simple_request
     0.00%  nuXmv    nuXmv              [.] 0x000000000094b954
     0.00%  nuXmv    nuXmv              [.] 0x0000000000000668
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7bfd
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3a80
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f3ae
     0.00%  nuXmv    nuXmv              [.] 0x000000000094aabc
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cb7b2a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e789
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e57a7
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e6061
     0.00%  nuXmv    nuXmv              [.] 0x000000000094b950
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb99a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca270
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cbf0f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3bd4
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fe04
     0.00%  nuXmv    [kernel.kallsyms]  [k] memcpy
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca194
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbb7f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000bbfdb6
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e7ad
     0.00%  nuXmv    nuXmv              [.] 0x0000000000937c88
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cb7b0c
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca158
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb967
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d1df50
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e7d6
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca78ff
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca72b9
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fc661
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fe34
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa9f4
     0.00%  nuXmv    nuXmv              [.] 0x0000000000963424
     0.00%  nuXmv    nuXmv              [.] 0x000000000097fddb
     0.00%  nuXmv    nuXmv              [.] 0x0000000000963403
     0.00%  nuXmv    [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.00%  nuXmv    [kernel.kallsyms]  [k] queued_spin_unlock
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5ef3
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fe0c
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbc9e
     0.00%  nuXmv    nuXmv              [.] 0x00000000008eca27
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e9f91
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d56b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5c5a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3b2b
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbbb8
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fc658
     0.00%  nuXmv    nuXmv              [.] 0x000000000094aa72
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caaa14
     0.00%  nuXmv    nuXmv              [.] 0x000000000094aa44
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e577f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e58c6
     0.00%  nuXmv    [kernel.kallsyms]  [k] refill_obj_stock
     0.00%  nuXmv    nuXmv              [.] 0x00000000009633df
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef68a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbcc6
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa9d7
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2126
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa079
     0.00%  nuXmv    [kernel.kallsyms]  [k] __update_idle_core
     0.00%  nuXmv    nuXmv              [.] 0x0000000000954a19
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ab2e6
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3b22
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fe90
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e6069
     0.00%  nuXmv    nuXmv              [.] 0x000000000096331b
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7a8b
     0.00%  nuXmv    [kernel.kallsyms]  [k] schedule
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7ccb
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7938
     0.00%  nuXmv    nuXmv              [.] 0x000000000094aaa4
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fcec1
     0.00%  nuXmv    nuXmv              [.] 0x0000000000086b4c
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef673
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d5b9
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbbea
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7800
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca178
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cbedd
     0.00%  nuXmv    [kernel.kallsyms]  [k] __acct_update_integrals
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc18d
     0.00%  nuXmv    [kernel.kallsyms]  [k] native_read_msr
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d85e0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c88db
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc07c
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc841
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d8398
     0.00%  nuXmv    [kernel.kallsyms]  [k] trigger_load_balance
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc22e
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c87d9
     0.00%  nuXmv    [kernel.kallsyms]  [k] hrtimer_active
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c99f0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca17d
     0.00%  nuXmv    nuXmv              [.] 0x000000000095edb7
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c99b2
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9c2c
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d86c1
     0.00%  nuXmv    nuXmv              [.] 0x000000000094a9fe
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c8572
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc8a1
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e3e9b
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc160
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c88bf
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e56be
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca13f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a3720
     0.00%  nuXmv    nuXmv              [.] 0x000000000094af61
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca768
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e6d7
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca18a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000963ed0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d816d
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5752
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d5a6
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f3af6
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa16b
     0.00%  nuXmv    [kernel.kallsyms]  [k] xattr_resolve_name
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca1b6
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a8de4
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9c52
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e596a
     0.00%  nuXmv    nuXmv              [.] 0x000000000094aa53
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb6e6
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9decf
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8bad
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9b698
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f406
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa114
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cbf34
     0.00%  nuXmv    [kernel.kallsyms]  [k] arch_scale_freq_tick
     0.00%  nuXmv    [kernel.kallsyms]  [k] task_tick_fair
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e78d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca77e3
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5954
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995f8f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f58f4
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f47a1
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa18b
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3a8d
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1f33
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb96b
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cb7afa
     0.00%  nuXmv    nuXmv              [.] 0x000000000095a624
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d55d
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fe50
     0.00%  nuXmv    nuXmv              [.] 0x000000000094b960
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef5cb
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca783c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000963342
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee142
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc19b
     0.00%  nuXmv    [kernel.kallsyms]  [k] update_vsyscall
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d549
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e770
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e6023
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa22e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c88135
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca1cd
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caaa11
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f3b4
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cecc94
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995cbd
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995e1d
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e4197
     0.00%  nuXmv    nuXmv              [.] 0x000000000095a5f6
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fceb0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000996023
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef6a0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d5b8
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1ed0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5c72
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e578e
     0.00%  nuXmv    nuXmv              [.] 0x000000000094c514
     0.00%  nuXmv    nuXmv              [.] 0x00000000008efaa8
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ed43c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d41110
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5761
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f4c09
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5d10
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e9af4
     0.00%  nuXmv    nuXmv              [.] 0x000000000095a5fa
     0.00%  nuXmv    nuXmv              [.] 0x00000000009632e7
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca72eb
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbba9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1f12
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca77f3
     0.00%  nuXmv    nuXmv              [.] 0x000000000098435f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a9e86
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef6b2
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbb69
     0.00%  nuXmv    nuXmv              [.] 0x0000000000955248
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e9fa4
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5ca4
     0.00%  nuXmv    nuXmv              [.] 0x000000000094b94e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca757d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca73fa
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5f4e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cb7b36
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5bfc
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7402
     0.00%  nuXmv    [kernel.kallsyms]  [k] inotify_handle_inode_event
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa8bd
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7ae9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee14c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca76cf
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cdb551
     0.00%  nuXmv    [kernel.kallsyms]  [k] map_id_up
     0.00%  nuXmv    [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.00%  nuXmv    nuXmv              [.] 0x000000000089ece2
     0.00%  nuXmv    nuXmv              [.] 0x000000000089ecad
     0.00%  nuXmv    [kernel.kallsyms]  [k] __calc_delta
     0.00%  nuXmv    nuXmv              [.] 0x000000000089ecce
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ab26f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a8de0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb6c7
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca78c1
     0.00%  nuXmv    [kernel.kallsyms]  [k] kfree
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee553
     0.00%  nuXmv    [kernel.kallsyms]  [k] update_min_vruntime
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e6040
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995e18
     0.00%  nuXmv    [kernel.kallsyms]  [k] rmqueue
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cbd10
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d8da0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9c06
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca0c3
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cba40
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc924
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc936
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cbcd0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc89a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d86c6
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca0e2
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef6c1
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9a77
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c883b6
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca12d
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e417e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7409
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a2228
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9a42
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc027
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc88d
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c8773
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d81b5
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca171
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc835
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c9cdb
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc8ac
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc8eb
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c640b
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca23a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cba43
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c7e0b
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc021
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cba56
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e3ead
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e6160
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cbf20
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e031f
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8959
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc18a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e4187
